0,0
1,1
2,4
3,9
4,16
5,25
6,36
7,49
8,64
9,81
10,100
11,121
12,144
13,169
14,196
15,225
16,256
17,289
18,324
19,361
20,400
21,441
22,484
23,529
24,576
25,625
26,676
27,729
28,784
29,841
30,900
31,961
32,1024
33,1089
34,1156
35,1225
36,1296
37,1369
38,1444
39,1521
40,1600
41,1681
42,1764
43,1849
44,1936
45,2025
46,2116
47,2209
48,2304
49,2401
50,2500
51,2601
52,2704
53,2809
54,2916
55,3025
56,3136
57,3249
58,3364
59,3481
60,3600
61,3721
62,3844
63,3969
64,4096
65,4225
66,4356
67,4489
68,4624
69,4761
70,4900
71,5041
72,5184
73,5329
74,5476
75,5625
76,5776
77,5929
78,6084
79,6241
80,6400
81,6561
82,6724
83,6889
84,7056
85,7225
86,7396
87,7569
88,7744
89,7921
90,8100
91,8281
92,8464
93,8649
94,8836
95,9025
96,9216
97,9409
98,9604
99,9801
100,10000
101,10201
102,10404
103,10609
104,10816
105,11025
106,11236
107,11449
108,11664
109,11881
110,12100
111,12321
112,12544
113,12769
114,12996
115,13225
116,13456
117,13689
118,13924
119,14161
120,14400
121,14641
122,14884
123,15129
124,15376
125,15625
126,15876
127,16129
128,16384
129,16641
130,16900
131,17161
132,17424
133,17689
134,17956
135,18225
136,18496
137,18769
138,19044
139,19321
140,19600
141,19881
142,20164
143,20449
144,20736
145,21025
146,21316
147,21609
148,21904
149,22201
150,22500
151,22801
152,23104
153,23409
154,23716
155,24025
156,24336
157,24649
158,24964
159,25281
160,25600
161,25921
162,26244
163,26569
164,26896
165,27225
166,27556
167,27889
168,28224
169,28561
170,28900
171,29241
172,29584
173,29929
174,30276
175,30625
176,30976
177,31329
178,31684
179,32041
180,32400
181,32761
182,33124
183,33489
184,33856
185,34225
186,34596
187,34969
188,35344
189,35721
190,36100
191,36481
192,36864
193,37249
194,37636
195,38025
196,38416
197,38809
198,39204
199,39601
200,40000
201,40401
202,40804
203,41209
204,41616
205,42025
206,42436
207,42849
208,43264
209,43681
210,44100
211,44521
212,44944
213,45369
214,45796
215,46225
216,46656
217,47089
218,47524
219,47961
220,48400
221,48841
222,49284
223,49729
224,50176
225,50625
226,51076
227,51529
228,51984
229,52441
230,52900
231,53361
232,53824
233,54289
234,54756
235,55225
236,55696
237,56169
238,56644
239,57121
240,57600
241,58081
242,58564
243,59049
244,59536
245,60025
246,60516
247,61009
248,61504
249,62001
250,62500
251,63001
252,63504
253,64009
254,64516
255,65025
256,65536
257,66049
258,66564
259,67081
260,67600
261,68121
262,68644
263,69169
264,69696
265,70225
266,70756
267,71289
268,71824
269,72361
270,72900
271,73441
272,73984
273,74529
274,75076
275,75625
276,76176
277,76729
278,77284
279,77841
280,78400
281,78961
282,79524
283,80089
284,80656
285,81225
286,81796
287,82369
288,82944
289,83521
290,84100
291,84681
292,85264
293,85849
294,86436
295,87025
296,87616
297,88209
298,88804
299,89401
300,90000
301,90601
302,91204
303,91809
304,92416
305,93025
306,93636
307,94249
308,94864
309,95481
310,96100
311,96721
312,97344
313,97969
314,98596
315,99225
316,99856
317,100489
318,101124
319,101761
320,102400
321,103041
322,103684
323,104329
324,104976
325,105625
326,106276
327,106929
328,107584
329,108241
330,108900
331,109561
332,110224
333,110889
334,111556
335,112225
336,112896
337,113569
338,114244
339,114921
340,115600
341,116281
342,116964
343,117649
344,118336
345,119025
346,119716
347,120409
348,121104
349,121801
350,122500
351,123201
352,123904
353,124609
354,125316
355,126025
356,126736
357,127449
358,128164
359,128881
360,129600
361,130321
362,131044
363,131769
364,132496
365,133225
366,133956
367,134689
368,135424
369,136161
370,136900
371,137641
372,138384
373,139129
374,139876
375,140625
376,141376
377,142129
378,142884
379,143641
380,144400
381,145161
382,145924
383,146689
384,147456
385,148225
386,148996
387,149769
388,150544
389,151321
390,152100
391,152881
392,153664
393,154449
394,155236
395,156025
396,156816
397,157609
398,158404
399,159201
400,160000
401,160801
402,161604
403,162409
404,163216
405,164025
406,164836
407,165649
408,166464
409,167281
410,168100
411,168921
412,169744
413,170569
414,171396
415,172225
416,173056
417,173889
418,174724
419,175561
420,176400
421,177241
422,178084
423,178929
424,179776
425,180625
426,181476
427,182329
428,183184
429,184041
430,184900
431,185761
432,186624
433,187489
434,188356
435,189225
436,190096
437,190969
438,191844
439,192721
440,193600
441,194481
442,195364
443,196249
444,197136
445,198025
446,198916
447,199809
448,200704
449,201601
450,202500
451,203401
452,204304
453,205209
454,206116
455,207025
456,207936
457,208849
458,209764
459,210681
460,211600
461,212521
462,213444
463,214369
464,215296
465,216225
466,217156
467,218089
468,219024
469,219961
470,220900
471,221841
472,222784
473,223729
474,224676
475,225625
476,226576
477,227529
478,228484
479,229441
480,230400
481,231361
482,232324
483,233289
484,234256
485,235225
486,236196
487,237169
488,238144
489,239121
490,240100
491,241081
492,242064
493,243049
494,244036
495,245025
496,246016
497,247009
498,248004
499,249001
500,250000
501,251001
502,252004
503,253009
504,254016
505,255025
506,256036
507,257049
508,258064
509,259081
510,260100
511,261121
512,262144
513,263169
514,264196
515,265225
516,266256
517,267289
518,268324
519,269361
520,270400
521,271441
522,272484
523,273529
524,274576
525,275625
526,276676
527,277729
528,278784
529,279841
530,280900
531,281961
532,283024
533,284089
534,285156
535,286225
536,287296
537,288369
538,289444
539,290521
540,291600
541,292681
542,293764
543,294849
544,295936
545,297025
546,298116
547,299209
548,300304
549,301401
550,302500
551,303601
552,304704
553,305809
554,306916
555,308025
556,309136
557,310249
558,311364
559,312481
560,313600
561,314721
562,315844
563,316969
564,318096
565,319225
566,320356
567,321489
568,322624
569,323761
570,324900
571,326041
572,327184
573,328329
574,329476
575,330625
576,331776
577,332929
578,334084
579,335241
580,336400
581,337561
582,338724
583,339889
584,341056
585,342225
586,343396
587,344569
588,345744
589,346921
590,348100
591,349281
592,350464
593,351649
594,352836
595,354025
596,355216
597,356409
598,357604
599,358801
600,360000
601,361201
602,362404
603,363609
604,364816
605,366025
606,367236
607,368449
608,369664
609,370881
610,372100
611,373321
612,374544
613,375769
614,376996
615,378225
616,379456
617,380689
618,381924
619,383161
620,384400
621,385641
622,386884
623,388129
624,389376
625,390625
626,391876
627,393129
628,394384
629,395641
630,396900
631,398161
632,399424
633,400689
634,401956
635,403225
636,404496
637,405769
638,407044
639,408321
640,409600
641,410881
642,412164
643,413449
644,414736
645,416025
646,417316
647,418609
648,419904
649,421201
650,422500
651,423801
652,425104
653,426409
654,427716
655,429025
656,430336
657,431649
658,432964
659,434281
660,435600
661,436921
662,438244
663,439569
664,440896
665,442225
666,443556
667,444889
668,446224
669,447561
670,448900
671,450241
672,451584
673,452929
674,454276
675,455625
676,456976
677,458329
678,459684
679,461041
680,462400
681,463761
682,465124
683,466489
684,467856
685,469225
686,470596
687,471969
688,473344
689,474721
690,476100
691,477481
692,478864
693,480249
694,481636
695,483025
696,484416
697,485809
698,487204
699,488601
700,490000
701,491401
702,492804
703,494209
704,495616
705,497025
706,498436
707,499849
708,501264
709,502681
710,504100
711,505521
712,506944
713,508369
714,509796
715,511225
716,512656
717,514089
718,515524
719,516961
720,518400
721,519841
722,521284
723,522729
724,524176
725,525625
726,527076
727,528529
728,529984
729,531441
730,532900
731,534361
732,535824
733,537289
734,538756
735,540225
736,541696
737,543169
738,544644
739,546121
740,547600
741,549081
742,550564
743,552049
744,553536
745,555025
746,556516
747,558009
748,559504
749,561001
750,562500
751,564001
752,565504
753,567009
754,568516
755,570025
756,571536
757,573049
758,574564
759,576081
760,577600
761,579121
762,580644
763,582169
764,583696
765,585225
766,586756
767,588289
768,589824
769,591361
770,592900
771,594441
772,595984
773,597529
774,599076
775,600625
776,602176
777,603729
778,605284
779,606841
780,608400
781,609961
782,611524
783,613089
784,614656
785,616225
786,617796
787,619369
788,620944
789,622521
790,624100
791,625681
792,627264
793,628849
794,630436
795,632025
796,633616
797,635209
798,636804
799,638401
800,640000
801,641601
802,643204
803,644809
804,646416
805,648025
806,649636
807,651249
808,652864
809,654481
810,656100
811,657721
812,659344
813,660969
814,662596
815,664225
816,665856
817,667489
818,669124
819,670761
820,672400
821,674041
822,675684
823,677329
824,678976
825,680625
826,682276
827,683929
828,685584
829,687241
830,688900
831,690561
832,692224
833,693889
834,695556
835,697225
836,698896
837,700569
838,702244
839,703921
840,705600
841,707281
842,708964
843,710649
844,712336
845,714025
846,715716
847,717409
848,719104
849,720801
850,722500
851,724201
852,725904
853,727609
854,729316
855,731025
856,732736
857,734449
858,736164
859,737881
860,739600
861,741321
862,743044
863,744769
864,746496
865,748225
866,749956
867,751689
